,rider,stage_results_id,rank,team,points,Type
731,Chavanel Sylvain,7,22,Direct Energie,0.0,Flat stage
732,Chavanel Sylvain,8,58,Direct Energie,0.0,Medium mountain stage
733,Chavanel Sylvain,9,33,Direct Energie,0.0,High mountain stage
734,Chavanel Sylvain,10,44,Direct Energie,0.0,Flat stage
735,Chavanel Sylvain,11,19,Direct Energie,0.0,Flat stage
736,Chavanel Sylvain,12,43,Direct Energie,0.0,High mountain stage
737,Chavanel Sylvain,13,41,Direct Energie,0.0,High mountain stage
738,Chavanel Sylvain,14,34,Direct Energie,0.0,Medium mountain stage
739,Chavanel Sylvain,15,50,Direct Energie,0.0,Medium mountain stage
740,Chavanel Sylvain,16,37,Direct Energie,0.0,Medium mountain stage
741,Chavanel Sylvain,17,43,Direct Energie,0.0,High mountain stage
742,Chavanel Sylvain,18,48,Direct Energie,0.0,High mountain stage
743,Chavanel Sylvain,19,6,Direct Energie,26.0,Flat stage
744,Chavanel Sylvain,20,10,Direct Energie,10.0,Individual time trial
745,Chavanel Sylvain,21,123,Direct Energie,0.0,Flat stage
746,Chaves Esteban,1,116,ORICA-Scott,0.0,Individual time trial
747,Chaves Esteban,2,44,ORICA-Scott,0.0,Flat stage
748,Chaves Esteban,3,20,ORICA-Scott,0.0,Medium mountain stage
749,Chaves Esteban,4,56,ORICA-Scott,0.0,Flat stage
750,Chaves Esteban,5,31,ORICA-Scott,0.0,Medium mountain stage
751,Chaves Esteban,6,33,ORICA-Scott,0.0,Flat stage
752,Chaves Esteban,7,34,ORICA-Scott,0.0,Flat stage
753,Chaves Esteban,8,21,ORICA-Scott,0.0,Medium mountain stage
754,Chaves Esteban,9,119,ORICA-Scott,0.0,High mountain stage
755,Chaves Esteban,10,87,ORICA-Scott,0.0,Flat stage
756,Chaves Esteban,11,28,ORICA-Scott,0.0,Flat stage
757,Chaves Esteban,12,88,ORICA-Scott,0.0,High mountain stage
758,Chaves Esteban,13,61,ORICA-Scott,0.0,High mountain stage
759,Chaves Esteban,14,84,ORICA-Scott,0.0,Medium mountain stage
760,Chaves Esteban,15,112,ORICA-Scott,0.0,Medium mountain stage
761,Chaves Esteban,16,61,ORICA-Scott,0.0,Medium mountain stage
762,Chaves Esteban,17,136,ORICA-Scott,0.0,High mountain stage
763,Chaves Esteban,18,88,ORICA-Scott,0.0,High mountain stage
764,Chaves Esteban,19,48,ORICA-Scott,0.0,Flat stage
765,Chaves Esteban,20,158,ORICA-Scott,0.0,Individual time trial
766,Chaves Esteban,21,70,ORICA-Scott,0.0,Flat stage
767,Cimolai Davide,1,165,FDJ,0.0,Individual time trial
768,Cimolai Davide,2,164,FDJ,0.0,Flat stage
769,Cimolai Davide,3,177,FDJ,0.0,Medium mountain stage
770,Cimolai Davide,4,18,FDJ,0.0,Flat stage
771,Cimolai Davide,5,192,FDJ,0.0,Medium mountain stage
772,Cimolai Davide,6,161,FDJ,0.0,Flat stage
773,Cimolai Davide,7,159,FDJ,0.0,Flat stage
774,Cimolai Davide,8,171,FDJ,0.0,Medium mountain stage
775,Cimolai Davide,9,178,FDJ,0.0,High mountain stage
776,Cimolai Davide,10,14,FDJ,2.0,Flat stage
777,Cimolai Davide,11,6,FDJ,26.0,Flat stage
778,Cimolai Davide,12,176,FDJ,0.0,High mountain stage
779,Cimolai Davide,13,146,FDJ,0.0,High mountain stage
780,Cimolai Davide,14,16,FDJ,0.0,Medium mountain stage
781,Cimolai Davide,15,155,FDJ,0.0,Medium mountain stage
782,Cimolai Davide,16,100,FDJ,0.0,Medium mountain stage
783,Cimolai Davide,17,168,FDJ,0.0,High mountain stage
784,Cimolai Davide,18,165,FDJ,0.0,High mountain stage
785,Cimolai Davide,19,166,FDJ,0.0,Flat stage
786,Cimolai Davide,20,139,FDJ,0.0,Individual time trial
787,Cimolai Davide,21,7,FDJ,22.0,Flat stage
788,Cink Ondřej,1,117,Bahrain Merida Pro Cycling Team,0.0,Individual time trial
789,Cink Ondřej,2,144,Bahrain Merida Pro Cycling Team,0.0,Flat stage
790,Cink Ondřej,3,87,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
791,Cink Ondřej,4,118,Bahrain Merida Pro Cycling Team,0.0,Flat stage
792,Cink Ondřej,5,33,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
793,Cink Ondřej,6,132,Bahrain Merida Pro Cycling Team,0.0,Flat stage
794,Cink Ondřej,7,180,Bahrain Merida Pro Cycling Team,0.0,Flat stage
795,Cink Ondřej,8,54,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
796,Cink Ondřej,9,69,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
797,Cink Ondřej,10,106,Bahrain Merida Pro Cycling Team,0.0,Flat stage
798,Cink Ondřej,11,107,Bahrain Merida Pro Cycling Team,0.0,Flat stage
799,Cink Ondřej,12,72,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
800,Cink Ondřej,13,55,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
801,Cink Ondřej,14,154,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
802,Cink Ondřej,15,105,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
803,Cink Ondřej,16,161,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
804,Cink Ondřej,17,17,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
805,Cink Ondřej,18,110,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
806,Cink Ondřej,19,DNF,Bahrain Merida Pro Cycling Team,0.0,Flat stage
807,Claeys Dimitri,1,137,"Cofidis, Solutions Crédits",0.0,Individual time trial
808,Claeys Dimitri,2,191,"Cofidis, Solutions Crédits",0.0,Flat stage
809,Claeys Dimitri,3,142,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
810,Claeys Dimitri,4,126,"Cofidis, Solutions Crédits",0.0,Flat stage
811,Claeys Dimitri,5,149,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
812,Claeys Dimitri,6,147,"Cofidis, Solutions Crédits",0.0,Flat stage
813,Claeys Dimitri,7,134,"Cofidis, Solutions Crédits",0.0,Flat stage
814,Claeys Dimitri,8,149,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
815,Claeys Dimitri,9,158,"Cofidis, Solutions Crédits",0.0,High mountain stage
816,Claeys Dimitri,10,155,"Cofidis, Solutions Crédits",0.0,Flat stage
817,Claeys Dimitri,11,144,"Cofidis, Solutions Crédits",0.0,Flat stage
818,Claeys Dimitri,12,159,"Cofidis, Solutions Crédits",0.0,High mountain stage
819,Claeys Dimitri,13,141,"Cofidis, Solutions Crédits",0.0,High mountain stage
820,Claeys Dimitri,14,153,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
821,Claeys Dimitri,15,168,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
822,Claeys Dimitri,16,154,"Cofidis, Solutions Crédits",0.0,Medium mountain stage
823,Claeys Dimitri,17,156,"Cofidis, Solutions Crédits",0.0,High mountain stage
824,Claeys Dimitri,18,106,"Cofidis, Solutions Crédits",0.0,High mountain stage
825,Claeys Dimitri,19,161,"Cofidis, Solutions Crédits",0.0,Flat stage
826,Claeys Dimitri,20,162,"Cofidis, Solutions Crédits",0.0,Individual time trial
827,Claeys Dimitri,21,166,"Cofidis, Solutions Crédits",0.0,Flat stage
828,Clarke Simon,1,91,Cannondale-Drapac Pro Cycling Team,0.0,Individual time trial
829,Clarke Simon,2,96,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
830,Clarke Simon,3,30,Cannondale-Drapac Pro Cycling Team,0.0,Medium mountain stage
831,Clarke Simon,4,144,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
832,Clarke Simon,5,89,Cannondale-Drapac Pro Cycling Team,0.0,Medium mountain stage
833,Clarke Simon,6,49,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
834,Clarke Simon,7,91,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
835,Clarke Simon,8,59,Cannondale-Drapac Pro Cycling Team,0.0,Medium mountain stage
836,Clarke Simon,9,75,Cannondale-Drapac Pro Cycling Team,0.0,High mountain stage
837,Clarke Simon,10,40,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
838,Clarke Simon,11,175,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
839,Clarke Simon,12,111,Cannondale-Drapac Pro Cycling Team,0.0,High mountain stage
840,Clarke Simon,13,104,Cannondale-Drapac Pro Cycling Team,0.0,High mountain stage
841,Clarke Simon,14,18,Cannondale-Drapac Pro Cycling Team,0.0,Medium mountain stage
842,Clarke Simon,15,148,Cannondale-Drapac Pro Cycling Team,0.0,Medium mountain stage
843,Clarke Simon,16,138,Cannondale-Drapac Pro Cycling Team,0.0,Medium mountain stage
844,Clarke Simon,17,158,Cannondale-Drapac Pro Cycling Team,0.0,High mountain stage
845,Clarke Simon,18,67,Cannondale-Drapac Pro Cycling Team,0.0,High mountain stage
846,Clarke Simon,19,41,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
847,Clarke Simon,20,122,Cannondale-Drapac Pro Cycling Team,0.0,Individual time trial
848,Clarke Simon,21,46,Cannondale-Drapac Pro Cycling Team,0.0,Flat stage
849,Colbrelli Sonny,1,23,Bahrain Merida Pro Cycling Team,0.0,Individual time trial
850,Colbrelli Sonny,2,6,Bahrain Merida Pro Cycling Team,26.0,Flat stage
851,Colbrelli Sonny,3,61,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
852,Colbrelli Sonny,4,73,Bahrain Merida Pro Cycling Team,0.0,Flat stage
853,Colbrelli Sonny,5,160,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
854,Colbrelli Sonny,6,84,Bahrain Merida Pro Cycling Team,0.0,Flat stage
855,Colbrelli Sonny,7,18,Bahrain Merida Pro Cycling Team,0.0,Flat stage
856,Colbrelli Sonny,8,160,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
857,Colbrelli Sonny,9,144,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
858,Colbrelli Sonny,10,9,Bahrain Merida Pro Cycling Team,14.0,Flat stage
859,Colbrelli Sonny,11,43,Bahrain Merida Pro Cycling Team,0.0,Flat stage
860,Colbrelli Sonny,12,164,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
861,Colbrelli Sonny,13,128,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
862,Colbrelli Sonny,14,6,Bahrain Merida Pro Cycling Team,26.0,Medium mountain stage
863,Colbrelli Sonny,15,145,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
864,Colbrelli Sonny,16,73,Bahrain Merida Pro Cycling Team,0.0,Medium mountain stage
865,Colbrelli Sonny,17,152,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
866,Colbrelli Sonny,18,111,Bahrain Merida Pro Cycling Team,0.0,High mountain stage
867,Colbrelli Sonny,19,132,Bahrain Merida Pro Cycling Team,0.0,Flat stage
868,Colbrelli Sonny,20,104,Bahrain Merida Pro Cycling Team,0.0,Individual time trial
869,Colbrelli Sonny,21,12,Bahrain Merida Pro Cycling Team,6.0,Flat stage
870,Contador Alberto,1,68,Trek - Segafredo,0.0,Individual time trial
871,Contador Alberto,2,71,Trek - Segafredo,0.0,Flat stage
872,Contador Alberto,3,18,Trek - Segafredo,0.0,Medium mountain stage
873,Contador Alberto,4,81,Trek - Segafredo,0.0,Flat stage
874,Contador Alberto,5,8,Trek - Segafredo,18.0,Medium mountain stage
875,Contador Alberto,6,46,Trek - Segafredo,0.0,Flat stage
876,Contador Alberto,7,66,Trek - Segafredo,0.0,Flat stage
877,Contador Alberto,8,30,Trek - Segafredo,0.0,Medium mountain stage
878,Contador Alberto,9,20,Trek - Segafredo,0.0,High mountain stage
879,Contador Alberto,10,89,Trek - Segafredo,0.0,Flat stage
880,Contador Alberto,11,71,Trek - Segafredo,0.0,Flat stage
881,Contador Alberto,12,14,Trek - Segafredo,2.0,High mountain stage
882,Contador Alberto,13,3,Trek - Segafredo,50.0,High mountain stage
883,Contador Alberto,14,24,Trek - Segafredo,0.0,Medium mountain stage
884,Contador Alberto,15,36,Trek - Segafredo,0.0,Medium mountain stage
885,Contador Alberto,16,46,Trek - Segafredo,0.0,Medium mountain stage
886,Contador Alberto,17,8,Trek - Segafredo,18.0,High mountain stage
887,Contador Alberto,18,10,Trek - Segafredo,10.0,High mountain stage
888,Contador Alberto,19,62,Trek - Segafredo,0.0,Flat stage
889,Contador Alberto,20,6,Trek - Segafredo,26.0,Individual time trial
890,Contador Alberto,21,82,Trek - Segafredo,0.0,Flat stage
891,Cummings Steve,1,75,Team Dimension Data,0.0,Individual time trial
892,Cummings Steve,2,161,Team Dimension Data,0.0,Flat stage
893,Cummings Steve,3,167,Team Dimension Data,0.0,Medium mountain stage
894,Cummings Steve,4,176,Team Dimension Data,0.0,Flat stage
895,Cummings Steve,5,167,Team Dimension Data,0.0,Medium mountain stage
896,Cummings Steve,6,143,Team Dimension Data,0.0,Flat stage
897,Cummings Steve,7,152,Team Dimension Data,0.0,Flat stage
898,Cummings Steve,8,179,Team Dimension Data,0.0,Medium mountain stage
899,Cummings Steve,9,138,Team Dimension Data,0.0,High mountain stage
900,Cummings Steve,10,152,Team Dimension Data,0.0,Flat stage
901,Cummings Steve,11,132,Team Dimension Data,0.0,Flat stage
902,Cummings Steve,12,34,Team Dimension Data,0.0,High mountain stage
903,Cummings Steve,13,169,Team Dimension Data,0.0,High mountain stage
904,Cummings Steve,14,169,Team Dimension Data,0.0,Medium mountain stage
905,Cummings Steve,15,157,Team Dimension Data,0.0,Medium mountain stage
906,Cummings Steve,16,123,Team Dimension Data,0.0,Medium mountain stage
907,Cummings Steve,17,92,Team Dimension Data,0.0,High mountain stage
908,Cummings Steve,18,95,Team Dimension Data,0.0,High mountain stage
909,Cummings Steve,19,79,Team Dimension Data,0.0,Flat stage
910,Cummings Steve,20,136,Team Dimension Data,0.0,Individual time trial
911,Cummings Steve,21,161,Team Dimension Data,0.0,Flat stage
912,Curvers Roy,1,189,Team Sunweb,0.0,Individual time trial
913,Curvers Roy,2,80,Team Sunweb,0.0,Flat stage
914,Curvers Roy,3,135,Team Sunweb,0.0,Medium mountain stage
915,Curvers Roy,4,61,Team Sunweb,0.0,Flat stage
916,Curvers Roy,5,147,Team Sunweb,0.0,Medium mountain stage
917,Curvers Roy,6,71,Team Sunweb,0.0,Flat stage
918,Curvers Roy,7,153,Team Sunweb,0.0,Flat stage
919,Curvers Roy,8,189,Team Sunweb,0.0,Medium mountain stage
920,Curvers Roy,9,124,Team Sunweb,0.0,High mountain stage
921,Curvers Roy,10,88,Team Sunweb,0.0,Flat stage
922,Curvers Roy,11,111,Team Sunweb,0.0,Flat stage
923,Curvers Roy,12,120,Team Sunweb,0.0,High mountain stage
924,Curvers Roy,13,70,Team Sunweb,0.0,High mountain stage
925,Curvers Roy,14,137,Team Sunweb,0.0,Medium mountain stage
926,Curvers Roy,15,103,Team Sunweb,0.0,Medium mountain stage
927,Curvers Roy,16,107,Team Sunweb,0.0,Medium mountain stage
928,Curvers Roy,17,85,Team Sunweb,0.0,High mountain stage
929,Curvers Roy,18,125,Team Sunweb,0.0,High mountain stage
930,Curvers Roy,19,64,Team Sunweb,0.0,Flat stage
931,Curvers Roy,20,159,Team Sunweb,0.0,Individual time trial
932,Curvers Roy,21,135,Team Sunweb,0.0,Flat stage
933,De Gendt Thomas,1,131,Lotto Soudal,0.0,Individual time trial
934,De Gendt Thomas,2,166,Lotto Soudal,0.0,Flat stage
935,De Gendt Thomas,3,182,Lotto Soudal,0.0,Medium mountain stage
936,De Gendt Thomas,4,125,Lotto Soudal,0.0,Flat stage
937,De Gendt Thomas,5,119,Lotto Soudal,0.0,Medium mountain stage
938,De Gendt Thomas,6,188,Lotto Soudal,0.0,Flat stage
939,De Gendt Thomas,7,169,Lotto Soudal,0.0,Flat stage
940,De Gendt Thomas,8,77,Lotto Soudal,0.0,Medium mountain stage
941,De Gendt Thomas,9,49,Lotto Soudal,0.0,High mountain stage
942,De Gendt Thomas,10,146,Lotto Soudal,0.0,Flat stage
943,De Gendt Thomas,11,160,Lotto Soudal,0.0,Flat stage
944,De Gendt Thomas,12,30,Lotto Soudal,0.0,High mountain stage
945,De Gendt Thomas,13,46,Lotto Soudal,0.0,High mountain stage
946,De Gendt Thomas,14,90,Lotto Soudal,0.0,Medium mountain stage
947,De Gendt Thomas,15,22,Lotto Soudal,0.0,Medium mountain stage
948,De Gendt Thomas,16,92,Lotto Soudal,0.0,Medium mountain stage
949,De Gendt Thomas,17,46,Lotto Soudal,0.0,High mountain stage
950,De Gendt Thomas,18,58,Lotto Soudal,0.0,High mountain stage
951,De Gendt Thomas,19,5,Lotto Soudal,32.0,Flat stage
952,De Gendt Thomas,20,37,Lotto Soudal,0.0,Individual time trial
953,De Gendt Thomas,21,128,Lotto Soudal,0.0,Flat stage
954,De Marchi Alessandro,1,32,BMC Racing Team,0.0,Individual time trial
955,De Marchi Alessandro,2,157,BMC Racing Team,0.0,Flat stage
956,De Marchi Alessandro,3,176,BMC Racing Team,0.0,Medium mountain stage
957,De Marchi Alessandro,4,169,BMC Racing Team,0.0,Flat stage
958,De Marchi Alessandro,5,136,BMC Racing Team,0.0,Medium mountain stage
959,De Marchi Alessandro,6,186,BMC Racing Team,0.0,Flat stage
960,De Marchi Alessandro,7,190,BMC Racing Team,0.0,Flat stage
961,De Marchi Alessandro,8,126,BMC Racing Team,0.0,Medium mountain stage
962,De Marchi Alessandro,9,42,BMC Racing Team,0.0,High mountain stage
963,De Marchi Alessandro,10,130,BMC Racing Team,0.0,Flat stage
964,De Marchi Alessandro,11,159,BMC Racing Team,0.0,Flat stage
965,De Marchi Alessandro,12,105,BMC Racing Team,0.0,High mountain stage
966,De Marchi Alessandro,13,63,BMC Racing Team,0.0,High mountain stage
967,De Marchi Alessandro,14,121,BMC Racing Team,0.0,Medium mountain stage
968,De Marchi Alessandro,15,21,BMC Racing Team,0.0,Medium mountain stage
969,De Marchi Alessandro,16,105,BMC Racing Team,0.0,Medium mountain stage
970,De Marchi Alessandro,17,162,BMC Racing Team,0.0,High mountain stage
971,De Marchi Alessandro,18,112,BMC Racing Team,0.0,High mountain stage
972,De Marchi Alessandro,19,167,BMC Racing Team,0.0,Flat stage
973,De Marchi Alessandro,20,96,BMC Racing Team,0.0,Individual time trial
974,De Marchi Alessandro,21,148,BMC Racing Team,0.0,Flat stage
975,Degand Thomas,1,157,Wanty - Groupe Gobert,0.0,Individual time trial
976,Degand Thomas,2,64,Wanty - Groupe Gobert,0.0,Flat stage
977,Degand Thomas,3,58,Wanty - Groupe Gobert,0.0,Medium mountain stage
978,Degand Thomas,4,37,Wanty - Groupe Gobert,0.0,Flat stage
979,Degand Thomas,5,43,Wanty - Groupe Gobert,0.0,Medium mountain stage
980,Degand Thomas,6,75,Wanty - Groupe Gobert,0.0,Flat stage
981,Degand Thomas,7,88,Wanty - Groupe Gobert,0.0,Flat stage
982,Degand Thomas,8,24,Wanty - Groupe Gobert,0.0,Medium mountain stage
983,Degand Thomas,9,81,Wanty - Groupe Gobert,0.0,High mountain stage
984,Degand Thomas,10,80,Wanty - Groupe Gobert,0.0,Flat stage
985,Degand Thomas,11,68,Wanty - Groupe Gobert,0.0,Flat stage
986,Degand Thomas,12,45,Wanty - Groupe Gobert,0.0,High mountain stage
987,Degand Thomas,13,35,Wanty - Groupe Gobert,0.0,High mountain stage
988,Degand Thomas,14,65,Wanty - Groupe Gobert,0.0,Medium mountain stage
989,Degand Thomas,15,71,Wanty - Groupe Gobert,0.0,Medium mountain stage
990,Degand Thomas,16,94,Wanty - Groupe Gobert,0.0,Medium mountain stage
991,Degand Thomas,17,32,Wanty - Groupe Gobert,0.0,High mountain stage
992,Degand Thomas,18,41,Wanty - Groupe Gobert,0.0,High mountain stage
993,Degand Thomas,19,83,Wanty - Groupe Gobert,0.0,Flat stage
994,Degand Thomas,20,70,Wanty - Groupe Gobert,0.0,Individual time trial
995,Degand Thomas,21,56,Wanty - Groupe Gobert,0.0,Flat stage
996,Degenkolb John,1,58,Trek - Segafredo,0.0,Individual time trial
997,Degenkolb John,2,13,Trek - Segafredo,4.0,Flat stage
998,Degenkolb John,3,65,Trek - Segafredo,0.0,Medium mountain stage
999,Degenkolb John,4,157,Trek - Segafredo,0.0,Flat stage
1000,Degenkolb John,5,166,Trek - Segafredo,0.0,Medium mountain stage
1001,Degenkolb John,6,10,Trek - Segafredo,10.0,Flat stage
1002,Degenkolb John,7,5,Trek - Segafredo,32.0,Flat stage
1003,Degenkolb John,8,114,Trek - Segafredo,0.0,Medium mountain stage
1004,Degenkolb John,9,147,Trek - Segafredo,0.0,High mountain stage
1005,Degenkolb John,10,2,Trek - Segafredo,70.0,Flat stage
1006,Degenkolb John,11,82,Trek - Segafredo,0.0,Flat stage
1007,Degenkolb John,12,169,Trek - Segafredo,0.0,High mountain stage
1008,Degenkolb John,13,153,Trek - Segafredo,0.0,High mountain stage
1009,Degenkolb John,14,36,Trek - Segafredo,0.0,Medium mountain stage
1010,Degenkolb John,15,123,Trek - Segafredo,0.0,Medium mountain stage
1011,Degenkolb John,16,3,Trek - Segafredo,50.0,Medium mountain stage
1012,Degenkolb John,17,87,Trek - Segafredo,0.0,High mountain stage
1013,Degenkolb John,18,159,Trek - Segafredo,0.0,High mountain stage
1014,Degenkolb John,19,125,Trek - Segafredo,0.0,Flat stage
1015,Degenkolb John,20,144,Trek - Segafredo,0.0,Individual time trial
1016,Degenkolb John,21,153,Trek - Segafredo,0.0,Flat stage
1017,Delage Mickaël,1,145,FDJ,0.0,Individual time trial
1018,Delage Mickaël,2,192,FDJ,0.0,Flat stage
1019,Delage Mickaël,3,164,FDJ,0.0,Medium mountain stage
1020,Delage Mickaël,4,181,FDJ,0.0,Flat stage
1021,Delage Mickaël,5,184,FDJ,0.0,Medium mountain stage
1022,Delage Mickaël,6,144,FDJ,0.0,Flat stage
1023,Delage Mickaël,7,147,FDJ,0.0,Flat stage
1024,Delage Mickaël,8,186,FDJ,0.0,Medium mountain stage
1025,Delage Mickaël,9,OTL,FDJ,0.0,High mountain stage
1026,Domont Axel,1,127,AG2R La Mondiale,0.0,Individual time trial
1027,Domont Axel,2,190,AG2R La Mondiale,0.0,Flat stage
1028,Domont Axel,3,175,AG2R La Mondiale,0.0,Medium mountain stage
1029,Domont Axel,4,171,AG2R La Mondiale,0.0,Flat stage
1030,Domont Axel,5,112,AG2R La Mondiale,0.0,Medium mountain stage
1031,Domont Axel,6,129,AG2R La Mondiale,0.0,Flat stage
1032,Domont Axel,7,122,AG2R La Mondiale,0.0,Flat stage
1033,Domont Axel,8,56,AG2R La Mondiale,0.0,Medium mountain stage
1034,Domont Axel,9,37,AG2R La Mondiale,0.0,High mountain stage
